event_date,close
2021-10-01,5.173630556885349
2021-10-02,5.173630556885349
2021-10-03,4.5806225392677415
2021-10-04,4.5806225392677415
2021-10-05,4.5806225392677415
2021-10-06,4.586936312849162
2021-10-07,4.586936312849162
2021-10-08,4.586936312849162
2021-10-09,4.614245084521534
2021-10-10,4.533423042114355
2021-10-11,4.395916772103021
2021-10-12,4.533423042114355
2021-10-13,4.533423042114355
2021-10-14,4.402791789430793
2021-10-15,4.393605984853931
2021-10-16,4.144694545454545
2021-10-17,4.1131805
2021-10-18,4.034750269117513
2021-10-19,4.1131805
2021-10-20,4.1131805
2021-10-21,4.240637260430411
2021-10-22,4.3576326666666665
2021-10-23,4.882681112855767
2021-10-24,4.882681112855767
2021-10-25,4.3058
2021-10-26,4.954874509803922
2021-10-27,4.954874509803922
2021-10-28,4.3058
2021-10-29,4.3058
2021-10-30,4.288381666666667
2021-10-31,4.288381666666667
2021-11-01,4.288381666666667
2021-11-02,4.383132297297297
2021-11-03,4.514038603129176
2021-11-04,4.564981081081081
2021-11-05,4.6922033333333335
2021-11-06,4.764544791666666
2021-11-07,4.8825359504132235
2021-11-08,4.902177243254522
2021-11-09,5.019999805036968
2021-11-10,5.070129545801374
2021-11-11,5.952568049281715
2021-11-12,7.344263749427583
2021-11-13,7.6156936002580995
2021-11-14,7.938711872334492
2021-11-15,8.55544855855856
2021-11-16,8.55544855855856
2021-11-17,8.55544855855856
2021-11-18,8.038113775510205
2021-11-19,7.530171794871794
2021-11-20,7.013562341772153
2021-11-21,7.013562341772153
2021-11-22,7.433138333333334
2021-11-23,7.267466486666665
2021-11-24,7.433138333333334
2021-11-25,7.507523
2021-11-26,7.507523
2021-11-27,7.44054151400862
2021-11-28,7.44054151400862
2021-11-29,7.44054151400862
2021-11-30,7.44054151400862
2021-12-01,7.899368666666666
2021-12-02,7.899368666666666
2021-12-03,7.899368666666666
2021-12-04,7.799775925925925
2021-12-05,7.799775925925925
2021-12-06,7.666882970588238
2021-12-07,7.666882970588238
2021-12-08,7.666882970588238
2021-12-09,7.666882970588238
2021-12-10,7.5110775862068975
2021-12-11,7.491300000000001
2021-12-12,7.357465770609319
2021-12-13,7.229882352941176
2021-12-14,7.357465770609319
2021-12-15,7.357465770609319
2021-12-16,7.96674864864865
2021-12-17,7.993292622950819
2021-12-18,8.125616
2021-12-19,8.125616
2021-12-20,8.136881612848756
2021-12-21,9.067252169565217
2021-12-22,9.908671532846716
2021-12-23,10.080630285574847
2021-12-24,11.798040380794097
2021-12-25,12.072613376811594
2021-12-26,12.493498229255293
2021-12-27,13.228407821317502
2021-12-28,13.894222962962962
2021-12-29,14.026292136661342
2021-12-30,14.994505558744134
2021-12-31,17.946980242161253
2022-01-01,17.946980242161253
2022-01-02,17.946980242161253
2022-01-03,17.946980242161253
2022-01-04,17.41203126865672
2022-01-05,16.794573718194332
2022-01-06,16.434429491782133
2022-01-07,16.434429491782133
2022-01-08,16.434429491782133
2022-01-09,16.719536678716793
2022-01-10,16.84549216509434
2022-01-11,17.228013355855857
2022-01-12,17.37079160714286
2022-01-13,17.37079160714286
2022-01-14,18.133428585714285
2022-01-15,18.148069373809523
2022-01-16,18.148069373809523
2022-01-17,19.163716723484846
2022-01-18,19.163716723484846
2022-01-19,17.85031779661017
2022-01-20,17.632238095238094
2022-01-21,17.632238095238094
2022-01-22,17.632238095238094
2022-01-23,19.679325199404303
2022-01-24,21.186547725798057
2022-01-25,22.591890410958904
2022-01-26,22.698242917808216
2022-01-27,23.28422619849206
2022-01-28,26.286419289988732
2022-01-29,26.286419289988732
2022-01-30,26.286419289988732
2022-01-31,25.271203125
2022-02-01,24.31558139511628
2022-02-02,23.36896551724138
2022-02-03,23.36896551724138
2022-02-04,23.36896551724138
2022-02-05,23.236026224513054
2022-02-06,22.865996103184095
2022-02-07,21.491600000000002
2022-02-08,21.491600000000002
2022-02-09,21.491600000000002
2022-02-10,21.62195
2022-02-11,21.62195
2022-02-12,22.024726666666666
2022-02-13,21.62195
2022-02-14,21.220388814603417
2022-02-15,20.639358064516134
2022-02-16,20.639358064516134
2022-02-17,20.639358064516134
2022-02-18,20.639358064516134
2022-02-19,20.3344488
2022-02-20,20.3344488
2022-02-21,19.724958333333333
2022-02-22,19.724958333333333
2022-02-23,20.3344488
2022-02-24,20.367653846153846
2022-02-25,20.367653846153846
2022-02-26,20.367653846153846
2022-02-27,19.215482352941176
2022-02-28,18.63304347826087
2022-03-01,18.63304347826087
2022-03-02,18.005739655172412
2022-03-03,17.529603225806454
2022-03-04,17.3348
2022-03-05,16.064648584911374
2022-03-06,16.064648584911374
2022-03-07,16.064648584911374
2022-03-08,16.261818179545454
2022-03-09,17.862637903649205
2022-03-10,19.270805432979056
2022-03-11,20.688652777777776
2022-03-12,21.506911764704412
2022-03-13,21.506911764704412
2022-03-14,21.087877838541665
2022-03-15,21.087877838541665
2022-03-16,22.91184484848485
2022-03-17,22.91184484848485
2022-03-18,23.571187020595303
2022-03-19,23.639595238095236
2022-03-20,23.702711538461536
2022-03-21,24.080896942028986
2022-03-22,24.479402222222223
2022-03-23,24.89461320754717
2022-03-24,25.19769929090818
2022-03-25,24.89461320754717
2022-03-26,24.89461320754717
