event_date,close
2021-10-17,1.2275705199386502
2021-10-18,1.2275705199386502
2021-10-19,1.2275705199386502
2021-10-20,1.3943651576859952
2021-10-21,1.747947269629944
2021-10-22,2.0366024308622785
2021-10-23,2.0366024308622785
2021-10-24,1.8974251318087012
2021-10-25,1.747947269629944
2021-10-26,1.6383682896690759
2021-10-27,1.6105863399245335
2021-10-28,1.4856254237288136
2021-10-29,1.4201856967004385
2021-10-30,1.3070896881991982
2021-10-31,1.289801525655005
2021-11-01,1.289801525655005
2021-11-02,1.289801525655005
2021-11-03,1.5929785505703111
2021-11-04,1.5929785505703111
2021-11-05,1.5929785505703111
2021-11-06,1.6099435897435899
2021-11-07,1.4404673432835824
2021-11-08,1.4320621714285715
2021-11-09,1.4404673432835824
2021-11-10,1.6509219532258066
2021-11-11,1.7558937983907181
2021-11-12,1.9946141685627043
2021-11-13,2.180137555
2021-11-14,2.6450481739382177
2021-11-15,3.6831161932684626
2021-11-16,3.7087765357142852
2021-11-17,3.7087765357142852
2021-11-18,3.7087765357142852
2021-11-19,3.6995687740384615
2021-11-20,3.6995687740384615
2021-11-21,3.6995687740384615
2021-11-22,3.6995687740384615
2021-11-23,3.6995687740384615
2021-11-24,3.5414658218125963
2021-11-25,3.4677954545454552
2021-11-26,3.4677954545454552
2021-11-27,3.444131147540984
2021-11-28,3.2337357142857153
2021-11-29,3.1349166666666664
2021-11-30,3.020907894736842
2021-12-01,3.020907894736842
2021-12-02,2.990424585000001
2021-12-03,3.020907894736842
2021-12-04,3.0476823529411767
2021-12-05,3.106837837837838
2021-12-06,3.106837837837838
2021-12-07,3.106837837837838
2021-12-08,3.3439949999999996
2021-12-09,3.5754779591836736
2021-12-10,3.2589372670807455
2021-12-11,3.5754779591836736
2021-12-12,3.64532602739726
2021-12-13,3.962808661971831
2021-12-14,4.240238808221244
2021-12-15,4.240238808221244
2021-12-16,4.240238808221244
2021-12-17,3.796488372093023
2021-12-18,3.796488372093023
2021-12-19,3.796488372093023
2021-12-20,4.118066776315789
2021-12-21,4.179586956521739
2021-12-22,4.186221276595744
2021-12-23,4.245259433962264
2021-12-24,4.316969411764706
2021-12-25,5.999859000378826
2021-12-26,6.012185365853659
2021-12-27,7.10881724137931
2021-12-28,7.478942253521127
2021-12-29,7.478942253521127
2021-12-30,7.802597435897436
2021-12-31,7.888601977077335
2022-01-01,9.790501999999998
2022-01-02,10.406679861707989
2022-01-03,12.140943389821079
2022-01-04,12.855198226950355
2022-01-05,13.00379935004587
2022-01-06,13.079395454545454
2022-01-07,13.079395454545454
2022-01-08,13.079395454545454
2022-01-09,14.279821428571427
2022-01-10,14.279821428571427
2022-01-11,14.279821428571427
2022-01-12,14.99
2022-01-13,14.279821428571427
2022-01-14,13.235144444444442
2022-01-15,12.488114285714286
2022-01-16,11.216296296296296
2022-01-17,11.216296296296296
2022-01-18,12.077936923076924
2022-01-19,10.871986
2022-01-20,10.871986
2022-01-21,10.530585365853659
2022-01-22,10.530585365853659
2022-01-23,10.530585365853659
2022-01-24,11.124706596177152
2022-01-25,12.295853658536585
2022-01-26,12.406102083333332
2022-01-27,13.896558695652175
2022-01-28,16.696913725490198
2022-01-29,16.696913725490198
2022-01-30,16.696913725490198
2022-01-31,14.49911111111111
2022-02-01,14.49911111111111
2022-02-02,14.49911111111111
2022-02-03,14.57364864864865
2022-02-04,14.57364864864865
2022-02-05,15.838033333333334
2022-02-06,16.107142857142858
2022-02-07,16.107142857142858
2022-02-08,14.81476
2022-02-09,16.77642857142857
2022-02-10,15.742688818181819
2022-02-11,14.81476
2022-02-12,14.81476
2022-02-13,14.340435000000003
2022-02-14,14.0675
2022-02-15,13.429142857142857
2022-02-16,13.429142857142857
2022-02-17,14.0675
2022-02-18,14.0675
2022-02-19,13.223288235294119
2022-02-20,12.973467857142856
2022-02-21,12.973467857142856
2022-02-22,12.973467857142856
2022-02-23,13.61540909090909
2022-02-24,13.61540909090909
2022-02-25,13.61540909090909
2022-02-26,13.61540909090909
2022-02-27,13.424345000000002
2022-02-28,12.345611111111111
2022-03-01,12.249785714285713
2022-03-02,10.776161290322582
2022-03-03,10.776161290322582
2022-03-04,10.475
2022-03-05,9.969499999999998
2022-03-06,10.475
2022-03-07,11.40168181818182
2022-03-08,11.157586206896552
2022-03-09,11.40168181818182
2022-03-10,12.36235789473684
2022-03-11,12.36235789473684
2022-03-12,12.780696969696969
2022-03-13,13.223514285714288
2022-03-14,13.284939999999999
2022-03-15,13.5954
2022-03-16,14.116
2022-03-17,15.510648648648651
2022-03-18,15.510648648648651
2022-03-19,15.510648648648651
2022-03-20,15.510648648648651
2022-03-21,15.487516853932586
2022-03-22,15.3980625
2022-03-23,15.487516853932586
2022-03-24,15.3980625
2022-03-25,15.3980625
2022-03-26,13.949476190476192
